"","WGT","AGE","EDUC","INCOME","CHECKING","SAVING","NMMF","STOCKS","FIN","VEHIC","HOMEEQ","OTHNFIN","DEBT","NETWORTH"
"X5475",6092.8720155,57,3,6373.046252,3290,9200,0,0,36990,37900,175000,0,8220,316170
"X1790",7500.1936929,66,12,67842.105263,1300,0,0,0,1500,22900,150000,0,0,196900
"X17480",8048.4219101,41,16,60646.730463,1000,3850,0,0,31650,11600,172000,0,102240,210010
"X12830",5932.7371204,47,12,55507.177033,1100,41000,0,0,52600,21000,0,0,10100,63500
"X1865",6282.7566396,51,9,62702.551834,3500,0,0,0,25500,12800,44000,0,32300,81000
"X768044",7263.7921027,52,12,35976.874003,1700,3000,2000,0,12700,4200,8000,0,92000,24900
"X457045",6836.3887798,53,13,10279.106858,50,0,0,0,50,17400,32000,0,40100,37350
"X11490",8507.8199353,88,12,5756.2998405,2620,12400,0,5000,28720,25000,2e+05,0,0,253720
"X1146546",5134.4672073,54,12,68870.015949,400,900,0,0,1600,12800,0,0,800,13600
"X10180",5948.73537,23,16,20558.213716,2000,100,0,1000,3100,2700,0,0,17500,-11700
"X3910",5973.1357393,35,15,44200.15949,3000,55000,550000,0,647000,7100,0,0,0,786600
"X11565",11386.752961,49,16,100735.24721,2500,450,0,4000,33750,35000,91000,0,147370,291380
"X21825",6245.2758824,24,14,30837.320574,1500,0,0,0,2100,28000,0,0,19600,10500
"X4525",4297.7367124,42,16,17474.481659,1000,0,0,0,1000,2300,0,0,0,3300
"X3060",8414.8911389,76,12,14390.749601,900,0,0,0,1300,1800,48000,0,0,51100
"X9250",7609.5092283,61,10,25697.767145,1000,1100,0,0,269930,11000,10000,0,80000,290930
"X17500",5861.6929081,56,12,53451.355662,21000,20800,0,0,65000,34500,175000,0,450,299050
"X1100",5302.7948124,40,12,35976.874003,0,0,0,0,0,17700,0,0,7000,10700
"X16025",7138.9428919,42,12,56535.087719,1200,1251,0,0,2451,19200,2e+05,0,150000,221651
"X12380",5632.2289746,40,16,66814.194577,1000,1500,0,0,163500,23000,79000,0,147700,263800
"X753547",5532.8459779,23,14,25697.767145,1200,1,0,0,31251,16100,0,0,24700,24951
"X12850",4689.7790073,33,16,61674.641148,3500,5600,0,0,9100,18000,0,0,11240,15860
"X1955548",8909.1588497,47,14,25697.767145,17320,730,0,0,18650,30300,64000,0,125900,383050
"X19775",6366.6586964,81,12,9353.9872408,750,2000,0,0,2750,3000,0,0,0,30750
"X11525",4683.3578533,52,10,8017.7033493,390,0,0,0,391,0,0,0,810,-419
"X2975",9116.008189,72,12,24669.856459,100,500,0,0,600,5000,55000,0,770,60830
"X18895",10098.316536,23,12,18502.392344,2600,0,0,0,2600,6900,125000,0,23600,130900
"X1602549",7138.9428919,42,12,56535.087719,1200,1251,0,0,2451,19200,2e+05,0,150000,221651
"X345",6272.723407,44,9,12334.92823,9200,0,0,0,9620,14000,9000,0,50000,32620
"X490",6976.6009233,44,16,116153.9075,3000,0,0,0,18200,29000,41000,0,259000,88200
"X14580",1435.844771,50,16,488257.57576,10000,0,1e+07,8e+06,22970000,89000,7e+05,0,2000,26208000
"X10875",7706.5913246,41,17,63730.46252,2000,11500,0,0,102500,38000,1e+05,0,78150,222350
"X5270",5113.142609,32,16,21586.124402,40,0,0,0,7390,9800,0,0,31900,-14710
"X9400",8294.9121761,57,14,24669.856459,0,230,0,0,230,3400,40000,0,2360,41270
"X12900",8693.49851,65,15,27753.588517,7200,3200,0,0,51400,15400,90000,0,380,168420
"X4530",8281.4291548,79,12,14390.749601,0,35000,0,0,43500,2400,75000,0,0,120900
"X17670",6587.6319068,42,8,30837.320574,0,0,0,0,0,0,130000,0,0,130000
"X5440",7096.7500367,34,14,54479.266348,300,30,0,0,4330,26700,28000,0,97080,33950
"X8875",4908.0299747,36,12,62702.551834,3000,1030,0,0,138530,41600,41000,0,137250,232880
"X2060",10858.198195,85,11,22614.035088,340,3500,0,0,147940,2800,180000,0,0,330740
"X2153550",8618.8325084,66,12,9765.1515152,550,5600,0,0,71150,4000,39000,0,11000,114150
"X5080",6983.545463,49,12,51395.53429,1500,0,0,0,11500,25100,78000,0,43740,81860
"X12500",7868.53257,45,16,68870.015949,1000,10000,300,22000,61300,43000,133000,0,119000,235300
"X830",5696.639722,28,14,8634.4497608,100,0,0,0,100,0,0,0,0,100
"X495051",9383.2642086,78,12,21586.124402,3000,700,0,0,79300,9400,89000,0,0,206700
"X1304052",5263.6488343,40,13,66814.194577,0,380,0,0,19880,13500,0,0,4400,28980
"X16685",6956.0286703,24,12,30837.320574,300,200,0,0,500,6600,0,0,4800,2300
"X5695",6842.0098222,82,16,17474.481659,1900,0,0,0,145900,14000,55000,0,10180,204720
"X2026553",4733.4575372,40,16,28781.499203,820,400,0,18000,19220,4300,0,0,0,23520
"X215",6221.1911765,53,17,74009.569378,11000,0,0,25000,101050,4700,70000,0,55000,175750
"X7460",9759.8671067,45,12,43172.248804,3200,600,5000,0,77300,24100,5000,0,154000,57400
"X21060",7675.9421248,92,16,9251.1961722,2500,18000,0,0,100500,0,0,0,0,100500
"X3770",6271.7558951,61,12,56535.087719,20000,7000,35000,0,160600,19500,87000,0,0,267100
"X940054",8294.9121761,57,14,24669.856459,0,230,0,0,230,3400,40000,0,2360,41270
"X15320",7356.9559386,61,14,11307.017544,600,0,0,0,7600,9900,0,0,7940,9560
"X96555",5837.2791717,83,12,14390.749601,600,20000,0,0,49600,3400,0,0,20,52980
"X19340",9125.7408221,78,8,18502.392344,0,0,0,0,36000,12000,1e+05,0,0,148000
"X1395",6579.0642744,47,16,35976.874003,1300,500,0,0,1800,20600,0,0,7810,14590
"X939056",7393.9024167,65,16,14390.749601,1000,3000,2000,2000,50000,2500,59000,0,0,111500
"X5245",8229.2596183,61,6,11307.017544,430,0,0,0,1430,8400,32000,0,3080,41750
"X18830",9253.5660869,45,14,22614.035088,450,600,0,0,2650,6000,24000,0,33710,30940
"X15215",6956.5607551,39,16,66814.194577,2000,500,15000,0,72000,19000,58000,0,132400,133600
"X496557",5025.3417196,49,10,0,0,0,0,0,0,3600,0,0,15000,-11400
"X12210",7636.2539567,35,12,24669.856459,0,22000,0,0,23500,5200,0,6000,0,34700
"X17560",9704.9669335,66,12,66814.194577,2500,5000,0,0,17700,24000,69000,0,101930,99770
"X19625",8823.5947815,63,1,17474.481659,4000,14700,0,0,38700,37200,124000,0,21000,199900
"X2530",7480.5052549,41,12,20558.213716,1000,0,46000,500,50000,6100,50000,0,590,105510
"X9075",6474.0923874,41,12,66814.194577,1000,1000,0,0,16000,20000,17000,0,80400,37600
"X1925",8462.7026177,88,11,11307.017544,0,9900,0,0,41450,2200,30000,0,0,73650
"X21010",7610.425243,28,16,59618.819777,0,23000,50000,0,140000,23100,92000,0,0,263100
"X1745058",7513.2425649,57,12,11307.017544,0,0,0,0,0,2600,0,0,0,2600
"X17555",2695.1984694,39,13,42144.338118,700,0,0,0,5700,4200,38000,0,81000,40900
"X2018059",8410.7240213,61,15,101763.15789,450,0,0,0,3350,49700,10000,0,156300,39750
"X5330",2017.1633961,77,16,117181.81818,7000,0,0,1e+05,1574000,61000,1200000,0,0,4275000
"X2150560",5686.0634809,43,12,29809.409888,0,0,0,0,0,10100,0,0,1200,8900
"X2970",4411.1662252,56,12,13362.838915,0,2100,0,0,12600,0,0,0,0,12600
"X19190",9186.7807879,35,17,68870.015949,200,1700,0,0,51900,10000,76000,2000,179200,134700
"X12570",8712.153326,39,17,23641.945774,1200,0,0,0,5450,5300,10000,0,28480,20270
"X1325",6437.8044652,66,12,32893.141946,900,0,200,0,6600,16600,56000,0,90700,481500
"X4195",6522.8860122,33,14,81204.944179,5000,3000,0,0,70000,26600,67000,0,112000,139600
"X20915",2494.8520744,45,12,61674.641148,3000,0,0,0,3000,5000,105000,0,52000,106000
"X14145",6934.1103277,46,12,77093.301435,87800,8400,19600,1000,749300,52900,47000,0,84000,848200
"X13090",5132.5278591,52,16,33921.052632,300,0,0,0,300,4500,0,0,10100,37200
"X2211061",8414.4991634,38,12,56535.087719,1500,1750,0,0,41450,9800,20000,0,111800,62450
"X13062",6832.8261494,50,17,64758.373206,1100,14700,0,0,67800,10000,185000,0,40080,497720
"X7190",5867.3345909,59,12,4522.8070175,0,10,0,0,10,1400,0,0,900,510
"X10690",8483.6258686,79,9,12334.92823,200,0,0,0,200,0,41000,0,35000,41200
"X21495",5951.9802713,29,11,25697.767145,2000,0,0,0,2000,10700,26000,0,24000,38700
"X3745",5958.40273,47,13,87372.408293,1000,370,0,0,11370,22900,38000,0,83650,60620
"X2315",6840.0837582,22,12,18502.392344,0,10,0,0,58310,5100,0,0,500,62910
"X3170",6539.6646781,51,3,10279.106858,160,0,0,0,160,3000,0,0,0,3160
"X10940",9740.7155873,76,14,46255.980861,3200,1700,103000,20000,293900,9200,250000,0,0,553100
"X2116563",5386.462245,40,14,71953.748006,0,110000,135000,0,426300,79200,60000,70000,143000,632500
"X2109564",6777.8412204,51,14,76065.39075,600,0,0,0,386100,24300,70000,0,142560,454840
"X233065",6659.732174,46,17,20558.213716,1000,400,6000,40000,109400,14000,95000,0,100110,288290
"X17530",5609.5420185,38,16,31865.23126,1000,0,34000,0,37000,13800,65000,0,100280,115520
"X12410",1832.446115,66,16,430694.57735,4500,0,1220000,0,3084500,59000,876000,0,0,4569500
"X1694566",6440.1730088,79,12,39060.606061,27000,15000,0,0,413300,20800,90000,0,180,553920
"X1250",7269.006211,41,12,52423.444976,4270,6010,0,0,205280,48000,115000,0,21550,346730
"X1323567",5454.0787103,29,14,9251.1961722,2000,20000,0,0,25000,0,0,0,0,525000
"X17190",11386.752961,42,12,207637.95853,2100,1100,6200,0,100950,31000,271000,0,134675,397275
"X103068",10556.256706,77,12,29809.409888,1000,1000,0,0,2000,0,0,0,0,2000
"X1018069",5948.73537,23,16,20558.213716,2000,100,0,1000,3100,2700,0,0,17500,-11700
"X18295",10394.652073,53,11,16446.570973,100,200,0,0,300,3800,0,0,6000,-1900
"X8770",10597.798361,76,16,18502.392344,11300,0,0,0,11300,7400,220000,0,0,238700
"X585",8414.4991634,38,12,82232.854864,2100,3000,0,0,65300,17000,48000,0,172250,120050
"X8750",3316.2325238,35,17,105874.80064,0,0,0,0,2000,28100,21000,0,90800,1094300
"X13955",5457.0780326,63,9,16446.570973,100,7800,0,0,7900,15500,222000,0,29400,254000
"X18825",216.14594744,60,16,256977.67145,1000,0,5e+05,5e+06,8551000,4500,1500000,0,55300,35953200
"X12280",7685.7705834,42,16,75037.480064,0,0,0,0,41500,46700,23000,0,118500,95700
"X21780",5711.2391742,53,14,56535.087719,1000,0,0,0,161000,10250,12000,0,113200,183050
"X17810",6746.536873,62,17,105874.80064,4000,14000,0,15000,246000,41600,132000,0,83000,444600
"X2535",5622.6830258,62,16,64758.373206,1500,12000,0,0,226000,3300,90000,0,50050,319250
"X1614070",6677.0208252,68,14,44200.15949,22000,50000,0,0,226800,12000,1e+05,0,0,338800
"X17290",6934.7265034,60,14,22614.035088,1500,3000,0,0,32510,0,75700,0,9300,108210
"X15400",1832.446115,59,12,325847.6874,1500,56000,17000,18000,605700,31000,240000,0,2400,2897300
"X1842071",7029.1678929,31,13,80177.033493,1550,0,0,3000,24450,23100,17000,21000,93000,70550
"X1650",7512.8657584,52,13,80177.033493,1000,0,0,0,5000,2700,82000,0,54700,438000
"X2050072",8349.2691021,26,10,19530.30303,0,0,0,0,0,0,163000,0,0,163000
"X360",9617.66862,29,11,17474.481659,0,100,0,0,18900,0,-4000,0,64200,13700
"X1895",9047.5140897,41,17,118209.72887,2550,2200,35000,95000,185850,24700,98000,0,102000,308550
"X7350",5915.7399612,40,12,89428.229665,20,0,0,0,1020,12300,10000,0,6720,16600
"X107573",7485.5250091,77,12,12334.92823,1700,12390,43000,0,158090,14300,37000,2500,0,223890
"X2204574",3394.2432441,68,12,80177.033493,2000,15000,0,25000,42000,12000,101000,0,42000,137000
"X10345",6435.619245,41,9,18502.392344,20,0,0,0,20,4000,0,0,64960,-60940
"X90575",7456.1502522,23,11,12334.92823,700,0,0,0,700,0,0,0,0,700
"X75",5826.0300078,41,16,135684.21053,3000,2000,0,3000,60000,24900,50000,0,123000,112900
"X1550",8535.9389053,32,14,72981.658692,1050,310,0,0,176860,7300,77000,0,29210,251950
"X6040",6911.1151365,50,12,27753.588517,500,0,0,0,500,2300,7000,0,750,9050
"X3525",11291.181493,75,17,104846.88995,5000,0,0,0,820750,17700,320000,0,800,1219650
"X6980",6885.77759,65,12,69897.926635,590,8450,0,900,169940,34900,220000,0,31660,418180
"X178576",9471.2816414,63,12,21586.124402,2300,0,0,0,17300,5400,95000,0,26000,118700
"X16935",6093.3713179,22,12,24669.856459,8000,0,0,0,9200,0,0,2500,0,11700
"X928577",3597.7161469,67,16,129516.74641,4000,70000,50000,3e+05,1805000,14000,750000,0,0,2569000
"X9615",6226.2105435,42,15,19530.30303,0,0,0,0,0,3000,600,0,81400,-25400
"X17940",7647.2524777,21,12,33921.052632,280,500,0,0,2030,15500,32000,0,9750,39780
"X2855",5717.5206236,66,12,9148.4051037,0,0,0,0,0,0,0,0,0,0
"X17900",8173.5225118,56,6,27753.588517,590,0,0,0,22590,14100,25000,0,119900,-58210
"X1222078",2814.9047194,36,16,855221.69059,60000,230000,350000,0,992100,88000,250000,60000,250000,2390100
"X2020",11188.232977,75,10,12334.92823,1050,4000,0,0,37550,34000,98600,0,29870,141680
"X10380",6301.9788536,24,15,3083.7320574,0,0,0,0,0,6700,0,0,9300,-2600
"X4000",9404.8199755,56,12,32893.141946,2000,0,19200,0,29100,67400,135000,0,0,231500
"X90",7762.3371031,63,12,49339.712919,500,3000,0,400,5900,24100,20000,0,92800,26200
"X19145",6279.5012412,46,17,88400.318979,1000,1500,69600,0,124100,6800,62000,0,48000,192900
"X9140",4396.2364828,59,15,0,1600,0,0,0,3000,2500,0,0,0,14500
"X2300",5313.0455565,29,11,15418.660287,30,5,0,0,35,5000,0,0,3200,1835
"X13560",4701.5737801,50,12,18502.392344,600,130,0,0,730,3900,0,0,1000,3630
"X1767079",6587.6319068,42,8,30837.320574,0,0,0,0,0,0,130000,0,0,130000
"X9665",8183.9394196,41,17,141851.67464,230,590,200,14000,67520,28000,21000,0,96300,99220
"X9065",6428.1923148,62,14,28781.499203,500,4500,0,0,5000,2200,40000,0,6200,41000
"X12715",5000.2165097,52,12,87372.408293,380,0,0,0,12380,55800,0,0,23430,44750
"X1069080",8483.6258686,79,9,12334.92823,200,0,0,0,200,0,41000,0,35000,41200
"X15150",5438.2852722,42,15,41116.427432,0,48000,0,0,48000,14000,0,0,16180,45820
"X14780",3597.7161469,71,16,121293.46093,27000,12000,9e+05,1e+06,3447000,22000,123000,0,102000,3592000
"X3080",5431.6661148,46,16,131572.56778,1410,3340,0,0,123750,24200,67000,0,146500,148450
"X1023081",7426.1415301,49,14,30837.320574,0,10000,0,0,10000,10000,159000,0,41000,179000
"X9725",8641.025818,42,12,107930.62201,2500,3700,0,0,38700,18900,77000,0,56300,116300
"X1330082",5711.5574545,59,12,16446.570973,100,70,0,0,5220,5200,30000,0,93340,37080
"X3215",11386.752961,41,16,136712.12121,4000,103000,18000,70000,339000,15300,127000,0,98000,481300
"X1069083",8483.6258686,79,9,12334.92823,200,0,0,0,200,0,41000,0,35000,41200
"X19635",4799.3711706,49,9,10279.106858,0,0,0,0,0,0,0,0,601,-601
"X14800",6505.3274633,35,12,82232.854864,3000,0,0,0,3300,15200,26000,0,88000,30500
"X2105584",8250.074878,67,12,12334.92823,10220,0,0,0,104220,3900,135000,0,7000,254120
"X21380",4683.3578533,51,6,11307.017544,0,0,0,0,0,0,0,0,1190,-1190
"X2024585",6984.712351,25,12,56535.087719,2000,0,0,0,2000,22700,3000,0,36490,15210
"X11040",6972.1300989,33,16,34948.963317,300,1050,0,800,10250,11400,38000,0,35600,58050
"X12070",8012.1578287,73,8,18502.392344,920,0,0,0,23220,16000,69000,0,6400,101820
"X3465",9199.263204,30,16,141851.67464,6000,510,13000,23000,70410,36000,64000,0,117000,149410
"X20725",9942.5214787,90,10,6167.4641148,0,0,0,0,0,0,52000,0,0,52000
"X15730",8244.9929045,29,12,113070.17544,100,30000,0,0,49100,33600,84000,0,274440,137260
"X17005",1503.1836353,73,17,154186.60287,2500,3000,315000,18000,603500,22000,3e+05,0,615000,3060500
"X4065",6197.2817953,59,13,34948.963317,2200,0,0,0,124440,8700,54000,0,6000,198140
"X620",6750.9057946,56,12,18502.392344,300,0,0,0,300,0,40000,0,0,40300
"X1776586",6235.1707436,83,15,7812.1212121,2000,0,0,0,12000,4500,0,0,0,16500
"X2715",8028.6113801,32,12,57562.998405,0,0,0,1000,1900,7200,55000,0,111000,58100
"X5210",9050.9751998,48,14,46255.980861,800,1000,5000,0,27300,14000,40000,0,136000,75300
"X1303587",8220.9304216,83,14,81204.944179,7000,193000,0,0,449800,19600,175000,0,0,644400
"X18625",6316.2725706,43,14,49339.712919,700,3310,30000,0,280210,26000,93000,0,72050,392160
"X20460",4841.8475425,25,12,28781.499203,0,300,0,0,300,6400,0,0,2100,4600
"X4700",6088.9010274,49,16,30837.320574,2000,0,0,0,20000,12200,96000,0,11400,120800
"X256588",6641.8552293,42,16,88400.318979,2000,44000,1e+05,20000,430000,26600,70000,0,5000,526600
"X4180",146.72053402,49,16,678421.05263,0,10000,1e+06,0,2499000,49000,773000,0,302000,3259200
"X5760",7480.3327058,51,16,178856.45933,3750,0,0,0,196450,4900,134000,0,231500,354850
"X286589",10911.342651,65,11,26725.677831,7000,6000,7500,22000,167500,9300,75000,0,0,251800
"X5745",5771.2818237,34,12,18502.392344,2700,0,0,0,31700,9900,0,0,54500,30100
"X5175",5026.448945,36,11,19530.30303,0,300,0,0,360,8300,0,0,2200,6460
"X15105",6017.3025032,48,8,26725.677831,10,4000,0,0,47010,9900,23000,0,30150,76760
"X19895",5145.1111689,58,12,5139.553429,310,0,0,0,370,18000,0,0,0,68370
"X1210",6281.8255787,51,16,140823.76396,11200,28000,0,0,111000,42000,71000,0,81000,212000
"X1998090",7630.0979163,86,17,37004.784689,10000,20000,0,0,45000,13000,1e+05,0,0,158000
"X202091",11188.232977,75,10,12334.92823,1050,4000,0,0,37550,34000,98600,0,29870,141680
"X14570",6568.5136972,33,9,42144.338118,1000,1700,9000,0,12300,15800,23000,15000,82400,49700
"X2100",9341.9181926,47,12,35976.874003,480,0,0,0,20480,5300,0,0,0,25780
"X1208092",5664.1469055,20,14,21586.124402,700,0,0,0,760,6100,0,0,11770,-4910
"X21340",6229.3681907,22,14,22614.035088,1000,2000,0,25000,28640,22200,0,0,490,50350
"X14250",6519.0232104,30,7,24669.856459,0,0,0,0,200,0,0,0,46400,-7200
"X1719093",11386.752961,42,12,207637.95853,2100,1100,6200,0,100950,31000,271000,0,134675,397275
"X2105594",8250.074878,67,12,12334.92823,10220,0,0,0,104220,3900,135000,0,7000,254120
"X11425",6084.3694975,54,17,160354.06699,7230,1500,39000,20000,386330,34100,105000,0,125000,525430
"X2135095",9864.7351023,68,12,24669.856459,1200,200,0,0,3400,3200,113000,1500,17220,119880
"X13565",6017.3025032,50,15,35976.874003,50,0,0,0,40050,17900,55000,0,35000,112950
"X17540",3468.5961817,42,17,164465.70973,0,8100,84000,1e+05,691800,31400,425000,0,0,1148200
"X2985",8494.8289668,77,7,15418.660287,0,0,0,0,19000,4100,0,0,63000,23100
"X15070",4397.4674988,30,16,15418.660287,2200,500,4800,0,7680,0,0,0,19260,-11580
"X3505",9857.4583944,70,13,19530.30303,1800,11000,0,0,22800,18200,140000,0,0,249000
"X15015",9887.6811104,55,14,66814.194577,1530,0,0,0,1530,13000,30000,0,50930,43600
"X16815",4348.7029316,32,12,13362.838915,500,0,0,0,500,0,0,0,9600,-9100
"X7485",6228.4329104,45,16,41116.427432,0,0,0,0,27300,3200,20000,0,64000,50500
"X18460",5665.4249133,64,16,65786.283892,0,0,65000,0,154500,13000,50000,0,53450,264050
"X9465",5717.0687646,42,13,54479.266348,0,0,0,0,10000,0,0,0,12000,60000
"X10825",6128.8930618,32,9,15418.660287,50,2500,0,0,2550,5500,0,0,0,8050
"X8105",7108.2800827,34,16,71953.748006,1150,11500,0,170000,197150,10000,66000,6000,189000,274150
"X5820",6043.2868496,54,13,38032.695375,1000,22000,0,0,147000,31000,39000,0,92900,208100
"X14765",11386.752961,71,12,38032.695375,4500,3000,0,160000,417500,46000,90000,0,1200,552300
"X5340",2818.455104,54,17,175772.72727,6000,35010,140000,7000,1168010,13000,0,25000,0,1286010
"X3720",4804.4292767,34,9,22614.035088,0,0,0,0,0,0,0,0,0,0
"X4475",6685.2808883,59,17,25697.767145,350,0,35000,0,47350,0,150000,0,0,197350
"X15185",9717.4089615,36,12,30837.320574,520,1900,6000,0,8420,5600,16000,0,55500,28520
"X68096",6833.6584367,48,16,100735.24721,3800,0,13000,0,327800,43000,220000,0,0,590800
"X13745",7513.1999298,39,11,11307.017544,0,0,0,0,0,2900,-6000,0,26000,-3100
"X125097",7269.006211,41,12,52423.444976,4270,6010,0,0,205280,48000,115000,0,21550,346730
"X8345",6991.58079,33,11,53451.355662,400,1200,0,0,3600,17700,0,0,6830,14470
"X2435",6752.178061,57,13,17474.481659,280,5,0,0,285,10000,0,0,1590,8695
"X1900",3591.7790893,77,17,38032.695375,6000,15000,175000,250000,650200,22000,80000,0,0,752200
"X11670",5731.3658752,58,16,18502.392344,5700,2500,24000,0,40200,0,0,0,0,40200
"X18465",8998.8303698,61,12,47283.891547,5200,4000,0,0,63500,25500,91000,0,28000,161000
"X20605",9663.4259918,39,12,27753.588517,1000,1500,0,0,38100,2500,0,3000,600,43000
"X1127598",10483.66851,68,12,27753.588517,3300,8000,32000,116000,351300,12500,2e+05,0,0,563800
"X15815",7402.3349936,41,12,49339.712919,1500,100,0,0,2100,26960,95000,0,75300,267460
"X4465",10051.099917,69,15,61674.641148,4500,0,28000,0,99600,8500,160000,0,1e+05,319100
"X14585",6609.2130449,49,2,134656.29984,500,0,30000,1000,137500,17600,90000,2000,15700,241400
"X12930",6801.3995944,40,14,43172.248804,2500,1000,20000,0,24850,10300,10000,0,126000,39150
"X3875",6076.2830102,33,14,41116.427432,1000,6000,0,0,57000,10000,0,0,27560,39440
"X11340",5351.9436595,79,14,41116.427432,2300,15000,0,50000,848300,103100,1e+05,0,1400,1990000
"X4985",7666.4941233,56,12,113070.17544,880,0,0,50000,116880,20200,106000,0,0,243080
"X21245",7308.9785695,33,12,29809.409888,1,0,0,0,1,6300,20000,0,1000,25301
"X1203599",5803.8740554,35,12,46255.980861,770,0,0,0,1170,8900,28000,0,108800,26270
"X18640",9424.8965205,70,16,21586.124402,150,3000,0,0,3150,4500,9000,0,10260,6390
"X3875100",6076.2830102,33,14,41116.427432,1000,6000,0,0,57000,10000,0,0,27560,39440
"X7570",7388.8300179,37,12,48311.802233,2500,150,0,0,3650,9100,0,0,9200,3550
"X16115",7197.0426977,46,16,102791.06858,0,5000,0,2e+05,359100,14100,107000,0,50000,473200
"X6355",6830.9965106,46,12,29809.409888,0,0,0,0,0,6600,0,0,3300,3300
"X17615",7230.1994776,48,12,30837.320574,30,400,0,0,430,11500,31000,0,117450,34480
"X6920",4859.1364768,80,3,5550.7177033,0,0,0,0,0,0,0,0,0,0
"X8960",4327.1130002,32,16,83260.76555,3540,330,0,0,7370,0,0,0,2500,59870
"X2325101",7803.2246699,45,15,113070.17544,4900,2000,12000,1000,214900,23700,215000,0,151600,527000
"X255",8959.1771359,57,14,77093.301435,2000,10000,0,0,43000,8800,345000,0,80000,424800
"X19515",4547.308076,28,16,82232.854864,1110,0,20000,25000,58110,19000,0,0,9900,74210
"X19205102",7691.5050662,44,12,53451.355662,1000,1050,0,0,57550,13000,136000,0,60200,200350
"X15825",6525.3098192,38,16,58590.909091,1000,0,0,0,1000,14900,60000,0,115000,115900
"X9090",5431.0830797,47,14,39060.606061,500,580,0,0,19080,26200,68000,0,32200,113080
"X4540",10335.835623,83,8,7709.3301435,700,8000,0,0,9400,0,64000,0,0,73400
"X15225",1483.1859029,46,16,575629.98405,13460,59970,330000,6e+05,2061430,85000,1130000,0,677900,3268530
"X10300",4752.0952571,24,12,7400.9569378,0,120,0,0,120,0,0,0,0,120
"X21650",2980.8018914,36,14,41116.427432,2000,200,0,0,2300,11400,13332,0,83930.5,103100
"X3780",4750.7509572,55,12,10279.106858,10,0,0,0,10,0,0,0,0,10
"X13835",7147.1438261,54,15,57562.998405,2500,0,0,0,2500,27000,20000,0,72300,27200
"X5100",7138.9428919,41,13,51395.53429,2000,0,0,0,139000,13000,273000,0,99900,422100
"X11025",5317.0912755,43,2,65786.283892,3000,8700,0,0,22700,24000,40000,0,96000,70700
"X13740",5573.7811458,36,12,32893.141946,2700,6000,0,0,37700,9000,19000,0,41000,65700
"X17905",8897.0174553,33,16,32893.141946,900,60,0,0,7060,9800,3000,0,142140,-35280
"X925",4893.8645821,54,13,41116.427432,2000,500,0,0,2500,13000,0,0,0,15500
"X11925",9050.7759822,42,17,12334.92823,510,0,0,0,510,0,164900,0,5350,165160
"X5210103",9050.9751998,48,14,46255.980861,800,1000,5000,0,27300,14000,40000,0,136000,75300
"X14005",4375.7084219,24,12,11307.017544,0,0,0,0,0,0,0,0,890,-890
"X17815",6270.3754002,56,16,102.79106858,1000,0,0,0,18600,0,65000,0,0,83600
"X14200",6430.0037884,43,12,57562.998405,610,2890,0,0,23500,14200,89000,0,8500,118200
"X2855104",5717.5206236,66,12,9148.4051037,0,0,0,0,0,0,0,0,0,0
"X310105",5950.2488157,40,12,21586.124402,2000,500,0,0,2500,2000,0,0,600,3900
"X15355",10936.699681,71,17,26725.677831,4000,0,2000,0,108200,16300,10000,0,0,134500
"X15135",7500.0875155,30,13,43172.248804,6500,3800,0,0,23800,20900,32000,0,43800,71400
"X9020",8109.0435796,30,16,83260.76555,11000,0,0,0,19950,12000,80000,0,129900,102050
"X18630",9692.4652959,42,10,82232.854864,2520,800,0,0,32820,13000,34000,0,150800,50020
"X17315",9117.2509365,23,12,15418.660287,0,105,0,0,2505,12500,0,0,4430,10575
"X19685",5755.9082004,49,12,53451.355662,1000,300,0,0,111300,13000,-2000,0,24900,112400
"X7100",5700.7691795,42,12,30837.320574,400,220,0,0,620,11700,9200,0,4550,17770
"X12945106",6490.4551436,27,12,28781.499203,0,0,4000,0,4000,9400,0,0,1500,11900
"X7655",1537.8345326,39,16,411164.27432,18000,0,50000,50000,468000,0,353000,0,364000,8743300
"X20875",4540.8912795,31,12,6681.4194577,0,1650,0,0,5450,0,0,0,0,5450
"X9300",7690.7113914,32,13,52423.444976,210,700,0,0,1910,6700,22000,75000,63880,101730
"X16905107",11386.752961,76,16,28781.499203,5600,6800,48000,1e+05,680430,9900,2e+05,0,0,1020330
"X155",6972.1300989,31,12,46255.980861,4300,300,0,0,7100,13900,0,0,104400,7640
"X15280",4540.8912795,32,13,14390.749601,0,0,0,0,1700,0,0,0,250,1450
"X17385",5748.4000886,85,14,9045.6140351,1200,0,0,0,1200,0,0,0,0,1200
"X12880",9610.2592805,29,16,69897.926635,2400,250,0,0,6210,12600,0,0,23780,-4970
"X1595",8089.9765653,43,17,175772.72727,2990,1800,103000,2500,310090,33100,113000,0,102000,456190
"X5720",7359.6699114,30,12,51395.53429,200,3000,0,0,5200,0,26000,0,60100,30100
"X17375",5950.0336872,58,14,100735.24721,500,18000,0,0,339500,28900,170000,0,70000,538400
"X11495108",9240.9039887,44,16,81204.944179,5700,2200,0,8800,182500,17100,47000,0,97100,222500
"X7680109",7263.7921027,52,12,35976.874003,1700,3000,2000,0,12700,4200,8000,0,92000,24900
"X2590",6645.0763759,48,15,28781.499203,1820,850,0,0,10170,9900,0,5000,13780,11290
