"","Previous","Movie","Distributor","Genre","Gross","Change","Theaters","TotalGross","Days","weekend"
"3278",7,"Cars 2","Walt Disney","Adventure",2349142,-58,1763,182118690,"38","2011-07-29"
"3279",8,"Winnie the Pooh","Walt Disney","Adventure",1777625,-66,1632,22435490,"17","2011-07-29"
"3280",10,"Midnight in Paris","Sony Pictures Classics","Romantic Comedy",1156947,-36,471,46851966,"73","2011-07-29"
"3281",11,"Bridesmaids","Universal","Comedy",859095,-35,484,165467080,"80","2011-07-29"
"3282",9,"Bad Teacher","Sony Pictures","Comedy",842740,-68,765,96718147,"38","2011-07-29"
"3283",22,"Kung Fu Panda 2","Paramount Pictures","Adventure",662153,109,319,161681667,"67","2011-07-29"
"3284",13,"Mr. Popper's Penguins","20th Century Fox","Adventure",467542,-50,412,64625469,"45","2011-07-29"
"3285",25,"The Hangover Part II","Warner Bros.","Comedy",399026,34,346,253027043,"67","2011-07-29"
"3286",38,"Sarah's Key","Weinstein Co.","Drama",366690,217,33,536650,"10","2011-07-29"
"3287",15,"Zindagi Na Milegi Dobara","Eros Entertainment","Drama",348092,-48,100,2562458,"17","2011-07-29"
"3288",16,"The Tree of Life","Fox Searchlight","Drama",332997,-40,196,11685371,"66","2011-07-29"
"3289",14,"Super 8","Paramount Pictures","Thriller/Suspense",303794,-60,325,124973831,"52","2011-07-29"
"3290",20,"X-Men: First Class","20th Century Fox","Action",287509,-17,254,144723842,"59","2011-07-29"
"3291",12,"Larry Crowne","Universal","Romantic Comedy",263005,-74,335,35107945,"31","2011-07-29"
"3292",27,"Born to be Wild 3D","Warner Bros.","Documentary",244633,-1,49,10282555,"115","2011-07-29"
"3293",18,"Beginners","Focus Features","Drama",231217,-46,147,5032405,"59","2011-07-29"
"3294",21,"Thor","Paramount Pictures","Action",207531,-39,190,180580795,"87","2011-07-29"
"3295",23,"Pirates of the Caribbean: On Stranger Tides","Walt Disney","Adventure",205376,-34,166,238433768,"73","2011-07-29"
"3296",24,"Rio","20th Century Fox","Adventure",184065,-39,174,143021068,"108","2011-07-29"
"3297",30,"Snow Flower and the Secret Fan","Fox Searchlight","Drama",183896,-8,93,710015,"17","2011-07-29"
"3298",19,"Green Lantern","Warner Bros.","Action",183505,-52,135,114327614,"45","2011-07-29"
"3299",26,"Buck","IFC Films","Documentary",178919,-33,111,3013757,"45","2011-07-29"
"3300",NA,"Attack the Block","Sony/Screen Gems","Action",139506,NA,8,139506,"3","2011-07-29"
"3301",31,"Fast Five","Universal","Action",138110,-19,125,209688235,"94","2011-07-29"
"3302",17,"Monte Carlo","20th Century Fox","Romantic Comedy",135839,-71,168,22275895,"31","2011-07-29"
"3303",33,"Beats, Rhymes & Life: The Travels of a Tribe Called Quest","Sony Pictures Classics","Documentary",117549,-19,43,791600,"24","2011-07-29"
"3304",36,"Hubble 3D","Warner Bros.","Documentary",116909,-4,27,27270042,"500","2011-07-29"
"3305",41,"Another Earth","Fox Searchlight","Drama",109226,41,20,221492,"10","2011-07-29"
"3306",35,"The Trip","IFC Films","Comedy",99394,-23,55,1420863,"52","2011-07-29"
"3307",NA,"The Devil's Double","Lionsgate","Drama",96414,NA,5,96414,"3","2011-07-29"
"3308",NA,"The Guard","Sony Pictures Classics","Comedy",76834,NA,4,76834,"3","2011-07-29"
"3309",29,"A Better Life","Summit Entertainment","Drama",76724,-64,108,1585558,"38","2011-07-29"
"3310",37,"Tabloid!","IFC Films","Documentary",73322,-39,37,392463,"17","2011-07-29"
"3311",34,"Judy Moody and the Not Bummer Summer","Relativity","Adventure",64068,-53,161,14880456,"52","2011-07-29"
"3312",32,"Singham","Reliance Big Pictures","Drama",63692,-60,39,287458,"10","2011-07-29"
"3313",39,"Page One: Inside the New York Times","Magnolia Pictures","Documentary",59388,-38,52,873549,"45","2011-07-29"
"3314",49,"Under the Sea 3D","Warner Bros.","Documentary",46577,16,11,29347006,"899","2011-07-29"
"3315",NA,"Life in a Day","National Geographic Entertainment","Documentary",45202,NA,11,89202,"3","2011-07-29"
"3316",46,"Sea Rex 3D","3D Entertainment","Documentary",41980,-15,10,3751664,"213","2011-07-29"
"3317",NA,"Point Blank","Magnolia Pictures","Thriller/Suspense",41031,NA,6,41031,"3","2011-07-29"
"3318",40,"Terri","ATO Pictures","Comedy",39313,-55,24,450084,"31","2011-07-29"
"3319",43,"Sholem Aleichem: Laughing in the Darkness","International Film Circuit","Documentary",35584,-38,8,199054,"24","2011-07-29"
"3320",44,"Cave of Forgotten Dreams","IFC Films","Documentary",35546,-35,32,5102891,"94","2011-07-29"
"3321",45,"Project Nim","Roadside Attractions","Documentary",31774,-37,21,227048,"24","2011-07-29"
"3322",NA,"The Future","Roadside Attractions","Drama",27137,NA,1,27137,"3","2011-07-29"
"3323",64,"The Names of Love","Music Box Films","Comedy",25611,162,9,208855,"38","2011-07-29"
"3324",54,"Bride Flight","Music Box Films","Drama",25081,-3,19,400868,"52","2011-07-29"
"3325",42,"Water for Elephants","20th Century Fox","Drama",24951,-62,41,58664100,"101","2011-07-29"
"3326",58,"Space Station","IMAX Films","Documentary",22354,12,1,84060069,"3,391","2011-07-29"
"3327",48,"Incendies","Sony Pictures Classics","Drama",20217,-50,22,6747435,"101","2011-07-29"
"3328",50,"Insidious","FilmDistrict","Horror",20163,-47,41,53943192,"122","2011-07-29"
"3329",47,"A Little Help","Freestyle Releasing","Comedy",19360,-57,24,88790,"10","2011-07-29"
"3330",53,"The Double Hour","Samuel Goldwyn Films","Thriller/Suspense",17841,-39,17,1459262,"108","2011-07-29"
"3331",NA,"El Bulli: Cooking in Progress","Alive Mind","Documentary",12756,NA,1,20699,"5","2011-07-29"
"3332",55,"Turtle: The Incredible Journey","Hannover House","Documentary",12068,-53,7,282804,"38","2011-07-29"
"3333",67,"In a Better World","Sony Pictures Classics","Drama",11578,78,15,963914,"122","2011-07-29"
"3334",60,"PASSIONE: A Musical Adventure","Abramorama Films","Documentary",10586,-27,3,131591,"40","2011-07-29"
"3335",57,"Submarine","Weinstein Co.","Comedy",10466,-51,19,449303,"59","2011-07-29"
"3336",51,"Delhi Belly","UTV Communications","Comedy",9228,-74,7,1524386,"31","2011-07-29"
"3337",66,"Meek's Cutoff","Oscilloscope Pictures","Drama",9037,33,7,959351,"115","2011-07-29"
"3338",65,"Myth of the American Sleepover","IFC Films","Drama",7704,-11,2,19733,"10","2011-07-29"
"3339",63,"Troll Hunter","Magnet Pictures","Horror",7588,-26,12,206792,"52","2011-07-29"
"3340",NA,"Deep Sea 3-D","Warner Bros.","Documentary",7572,NA,3,44414582,"1,977","2011-07-29"
"3341",61,"Queen to Play","Zeitgeist","Romantic Comedy",6962,-50,6,460409,"122","2011-07-29"
"3342",62,"Bill Cunningham New York","Zeitgeist","Documentary",5173,-54,5,1448268,"138","2011-07-29"
"3343",NA,"The Salvation Poem","CanZion Films","",5008,NA,13,908904,"290","2011-07-29"
"3344",NA,"How to Live Forever","Variance Films","Documentary",4974,NA,2,51379,"80","2011-07-29"
"3345",59,"Life, Above All","Sony Pictures Classics","Drama",4615,-70,5,55101,"17","2011-07-29"
"3346",106,"POM Wonderful Presents: The Greatest Movie Ever Sold","Sony Pictures Classics","Documentary",4205,1505,9,634908,"101","2011-07-29"
"3347",89,"The Man Who Fell to Earth","Rialto Pictures","Drama",3696,90,3,48633,"12,848","2011-07-29"
"3348",81,"T-Rex: Back to the Cretaceous","IMAX Films","Adventure",3403,8,1,53204003,"4,665","2011-07-29"
"3349",69,"Everything Must Go","Roadside Attractions","Drama",3245,-46,8,2694123,"80","2011-07-29"
"3350",NA,"Good Neighbors","Magnolia Pictures","Thriller/Suspense",2953,NA,3,2953,"3","2011-07-29"
"3351",82,"The Perfect Host","Magnolia Pictures","Thriller/Suspense",2444,-2,4,25267,"31","2011-07-29"
"3352",76,"13 Assassins","Magnolia Pictures","Action",2397,-50,7,791653,"94","2011-07-29"
"3353",NA,"The Harvest/La Cosecha","Cinema Libre","Documentary",2245,NA,1,2245,"3","2011-07-29"
"3354",88,"Hobo with a Shotgun","Magnolia Pictures","Action",2205,12,4,701379,"87","2011-07-29"
"3355",71,"The Tree","Zeitgeist","Drama",2087,-65,3,18217,"17","2011-07-29"
"3356",NA,"The First Grader","National Geographic Entertainment","Drama",1773,NA,3,330533,"80","2011-07-29"
"3357",NA,"The Topp Twins: Untouchable Girls","Argot Pictures","Documentary",1770,NA,1,24489,"80","2011-07-29"
"3358",94,"Salvation Boulevard","IFC Films","Comedy",1626,68,2,16426,"17","2011-07-29"
"3359",NA,"The Robber","Kino International","Drama",1515,NA,1,74412,"179","2011-07-29"
"3360",87,"Nine Nation Animation","The World According to Shorts","Multiple Genres",1470,-29,2,34650,"306","2011-07-29"
"3361",68,"If A Tree Falls: The Story of the Earth Liberation Front","Oscilloscope Pictures","Drama",1349,-78,3,53010,"40","2011-07-29"
"3362",93,"Hesher","Wrekin Hill Entertainment","Drama",1300,29,2,382946,"80","2011-07-29"
"3363",NA,"Went the Day Well","Rialto Pictures","",1235,NA,1,35093,"25,414","2011-07-29"
"3364",72,"Rapt","Lorber Films","Drama",1223,-79,1,30060,"26","2011-07-29"
"3365",NA,"Tuesday, After Christmas","Lorber Films","Drama",1164,NA,1,24477,"68","2011-07-29"
"3366",80,"The Sleeping Beauty","Strand","Drama",1070,-67,3,23092,"24","2011-07-29"
"3367",79,"Road to Nowhere","Monterey Media","Thriller/Suspense",1009,-72,2,35738,"52","2011-07-29"
"3368",78,"Viva Riva","Music Box Films","Thriller/Suspense",1000,-73,4,52684,"52","2011-07-29"
"3369",NA,"Nostalgia for the Light","Icarus Films","Documentary",944,NA,1,136939,"136","2011-07-29"
"3370",84,"Rejoice and Shout","Magnolia Pictures","Documentary",895,-60,3,88075,"59","2011-07-29"
"3371",77,"Last Mountain The","Dada Films","Documentary",876,-77,2,112170,"59","2011-07-29"
"3372",NA,"Making the Boys","First Run Features","Documentary",706,NA,1,33443,"143","2011-07-29"
"3373",109,"The Music Never Stopped","Roadside Attractions","Drama",631,227,2,256590,"136","2011-07-29"
"3374",96,"Uncle Boonmee","Strand","Drama",598,-28,1,181931,"150","2011-07-29"
"3375",101,"Daylight","Cinema Purgatorio","Thriller/Suspense",596,15,1,2648,"17","2011-07-29"
"3376",73,"Winter in Wartime","Sony Pictures Classics","Drama",594,-89,2,542860,"136","2011-07-29"
"3377",92,"35 and Ticking","Image Entertainment","Romantic Comedy",571,-47,2,94652,"73","2011-07-29"
"3378",70,"The Conspirator","Roadside Attractions","Drama",510,-91,3,11531763,"108","2011-07-29"
"3379",NA,"Cameraman: The Life and Work of Jack Cardiff","Strand","Documentary",461,NA,1,16646,"80","2011-07-29"
"3380",NA,"Phil Ochs","First Run Features","Documentary",430,NA,1,259362,"208","2011-07-29"
"3381",NA,"Every Man for Himself","The Film Desk","Drama",422,NA,1,46793,"11,250","2011-07-29"
"3382",NA,"Pianomania","First Run Features","Documentary",338,NA,1,15344,"66","2011-07-29"
"3383",100,"Potiche","Music Box Films","Comedy",313,-40,1,1618844,"129","2011-07-29"
"3384",86,"The Four Times","Lorber Films","Drama",286,-86,1,149401,"124","2011-07-29"
"3385",102,"Galapagos","IMAX Films","Documentary",271,-44,1,17974120,"4,294","2011-07-29"
"3386",107,"Film Socialisme","Lorber Films","Drama",255,19,1,27432,"59","2011-07-29"
"3387",90,"The Arbor","Strand","Documentary",203,-87,1,17162,"94","2011-07-29"
"3388",NA,"Rise of the Planet of the Apes","20th Century Fox","Adventure",54806191,NA,3648,54806191,"3","2011-08-05"
"3389",2,"The Smurfs","Sony Pictures","Adventure",20702415,-42,3395,75904246,"10","2011-08-05"
"3390",1,"Cowboys and Aliens","Universal","Action",15729455,-57,3754,67349520,"10","2011-08-05"
"3391",NA,"The Change-Up","Universal","Comedy",13531115,NA,2913,13531115,"3","2011-08-05"
"3392",3,"Captain America: The First Avenger","Paramount Pictures","Action",13021922,-49,3620,143203967,"17","2011-08-05"
"3393",4,"Harry Potter and the Deathly Hallows: Part II","Warner Bros.","Adventure",12445031,-43,3175,343086045,"24","2011-08-05"
"3394",5,"Crazy, Stupid, Love","Warner Bros.","Comedy",12017146,-37,3020,42102252,"10","2011-08-05"
"3395",6,"Friends with Benefits","Sony Pictures","Romantic Comedy",4687883,-49,2398,48526287,"17","2011-08-05"
"3396",7,"Horrible Bosses","Warner Bros.","Comedy",4583252,-36,2025,105125415,"31","2011-08-05"
"3397",8,"Transformers: Dark of the Moon","Paramount Pictures","Action",3086145,-49,1854,344244486,"40","2011-08-05"
"3398",9,"Zookeeper","Sony Pictures","Romantic Comedy",2168776,-50,1724,73613540,"31","2011-08-05"
"3399",10,"Cars 2","Walt Disney","Adventure",1222836,-48,926,184807330,"45","2011-08-05"
"3400",12,"Midnight in Paris","Sony Pictures Classics","Romantic Comedy",981867,-15,399,48486541,"80","2011-08-05"
"3401",11,"Winnie the Pooh","Walt Disney","Adventure",806782,-55,716,24440628,"24","2011-08-05"
"3402",13,"Bridesmaids","Universal","Comedy",555400,-35,374,166499065,"87","2011-08-05"
"3403",18,"Sarah's Key","Weinstein Co.","Drama",547883,49,67,1279891,"17","2011-08-05"
"3404",15,"Kung Fu Panda 2","Paramount Pictures","Adventure",500339,-24,290,162695957,"74","2011-08-05"
"3405",27,"Pirates of the Caribbean: On Stranger Tides","Walt Disney","Adventure",448837,119,274,239048698,"80","2011-08-05"
"3406",16,"Mr. Popper's Penguins","20th Century Fox","Adventure",407111,-13,327,65426969,"52","2011-08-05"
"3407",22,"X-Men: First Class","20th Century Fox","Action",369568,29,235,145292351,"66","2011-08-05"
"3408",14,"Bad Teacher","Sony Pictures","Comedy",341825,-59,350,97513967,"45","2011-08-05"
"3409",17,"The Hangover Part II","Warner Bros.","Comedy",293159,-27,303,253589163,"74","2011-08-05"
"3410",20,"The Tree of Life","Fox Searchlight","Drama",254955,-23,170,12158119,"73","2011-08-05"
"3411",24,"Born to be Wild 3D","Warner Bros.","Documentary",228420,-7,49,10798272,"122","2011-08-05"
"3412",39,"The Devil's Double","Lionsgate","Drama",198436,106,33,342151,"10","2011-08-05"
"3413",40,"The Guard","Sony Pictures Classics","Comedy",192336,150,19,307509,"10","2011-08-05"
"3414",31,"Buck","IFC Films","Documentary",190356,6,126,3309009,"52","2011-08-05"
"3415",25,"Beginners","Focus Features","Drama",183659,-21,126,5344578,"66","2011-08-05"
"3416",19,"Zindagi Na Milegi Dobara","Eros Entertainment","Drama",182337,-48,100,2855673,"24","2011-08-05"
"3417",29,"Snow Flower and the Secret Fan","Fox Searchlight","Drama",177931,-3,116,1015470,"24","2011-08-05"
"3418",37,"Another Earth","Fox Searchlight","Drama",170558,56,55,452779,"17","2011-08-05"
"3419",21,"Super 8","Paramount Pictures","Thriller/Suspense",170049,-44,174,125316799,"59","2011-08-05"
"3420",23,"Larry Crowne","Universal","Romantic Comedy",161445,-39,229,35398485,"38","2011-08-05"
"3421",28,"Rio","20th Century Fox","Adventure",138837,-25,139,143323281,"115","2011-08-05"
"3422",34,"Monte Carlo","20th Century Fox","Romantic Comedy",128574,-5,141,22516099,"38","2011-08-05"
"3423",38,"The Trip","IFC Films","Comedy",123040,24,60,1596668,"59","2011-08-05"
"3424",NA,"Le sens de l'humour","Alliance Films","Comedy",111893,NA,61,2875507,"33","2011-08-05"
"3425",36,"Hubble 3D","Warner Bros.","Documentary",111385,-5,32,27917205,"507","2011-08-05"
"3426",30,"Green Lantern","Warner Bros.","Action",110292,-40,108,114570384,"52","2011-08-05"
"3427",26,"Thor","Paramount Pictures","Action",109104,-47,141,180825651,"94","2011-08-05"
"3428",NA,"Jihne Mera Dil Luteya","Viva Entertainment","Romantic Comedy",89577,NA,16,309649,"10","2011-08-05"
"3429",54,"The Future","Roadside Attractions","Drama",85841,216,18,130271,"10","2011-08-05"
"3430",32,"Attack the Block","Sony/Screen Gems","Action",77741,-44,8,295831,"10","2011-08-05"
"3431",35,"Beats, Rhymes & Life: The Travels of a Tribe Called Quest","Sony Pictures Classics","Documentary",77477,-34,38,941286,"31","2011-08-05"
"3432",NA,"The Whistleblower","Samuel Goldwyn Films","Drama",61002,NA,7,61002,"3","2011-08-05"
"3433",33,"Fast Five","Universal","Action",58055,-58,86,209805005,"101","2011-08-05"
"3434",51,"Sholem Aleichem: Laughing in the Darkness","International Film Circuit","Documentary",50839,43,8,268973,"31","2011-08-05"
"3435",49,"Point Blank","Magnolia Pictures","Thriller/Suspense",47550,16,9,109677,"10","2011-08-05"
"3436",42,"Tabloid!","IFC Films","Documentary",45813,-38,27,478313,"24","2011-08-05"
"3437",48,"Sea Rex 3D","3D Entertainment","Documentary",44018,5,11,3835352,"220","2011-08-05"
"3438",46,"Under the Sea 3D","Warner Bros.","Documentary",41986,-10,14,29480434,"906","2011-08-05"
"3439",41,"A Better Life","Summit Entertainment","Drama",40980,-47,74,1664339,"45","2011-08-05"
"3440",45,"Page One: Inside the New York Times","Magnolia Pictures","Documentary",40055,-33,43,957219,"52","2011-08-05"
"3441",NA,"Gun Hill Road","Motion Film Group","Drama",37826,NA,3,37826,"3","2011-08-05"
"3442",47,"Life in a Day","National Geographic Entertainment","Documentary",35839,-21,19,152231,"10","2011-08-05"
"3443",52,"Cave of Forgotten Dreams","IFC Films","Documentary",35189,-1,28,5164553,"101","2011-08-05"
"3444",50,"Terri","ATO Pictures","Comedy",34203,-13,17,505447,"38","2011-08-05"
"3445",43,"Judy Moody and the Not Bummer Summer","Relativity","Adventure",28103,-56,88,14959159,"59","2011-08-05"
"3446",55,"The Names of Love","Music Box Films","Comedy",27274,6,10,246290,"45","2011-08-05"
"3447",58,"Space Station","IMAX Films","Documentary",24577,10,3,84106664,"3,398","2011-08-05"
"3448",53,"Project Nim","Roadside Attractions","Documentary",23500,-26,21,270123,"31","2011-08-05"
"3449",NA,"Bellflower","Oscilloscope Pictures","Action",22279,NA,2,22279,"3","2011-08-05"
"3450",64,"Turtle: The Incredible Journey","Hannover House","Documentary",22170,84,15,311454,"45","2011-08-05"
"3451",44,"Singham","Reliance Big Pictures","Drama",21575,-66,29,332635,"17","2011-08-05"
"3452",59,"Incendies","Sony Pictures Classics","Drama",19287,-5,15,6779975,"325","2011-08-05"
"3453",56,"Bride Flight","Music Box Films","Drama",18452,-26,19,430385,"59","2011-08-05"
"3454",66,"PASSIONE: A Musical Adventure","Abramorama Films","Documentary",16188,53,5,158821,"47","2011-08-05"
"3455",57,"Water for Elephants","20th Century Fox","Drama",15428,-38,24,58700247,"108","2011-08-05"
"3456",NA,"Magic Trip","Magnolia Pictures","Documentary",14367,NA,4,14367,"3","2011-08-05"
"3457",62,"The Double Hour","Samuel Goldwyn Films","Thriller/Suspense",13439,-25,16,1480977,"115","2011-08-05"
"3458",NA,"Mysteries of Lisbon","Music Box Films","Thriller/Suspense",12308,NA,2,12308,"3","2011-08-05"
"3459",63,"El Bulli: Cooking in Progress","Alive Mind","Documentary",12149,-5,1,44172,"12","2011-08-05"
"3460",60,"Insidious","FilmDistrict","Horror",11840,-41,26,53966569,"129","2011-08-05"
"3461",109,"35 and Ticking","Image Entertainment","Romantic Comedy",11239,1868,5,106339,"80","2011-08-05"
"3462",65,"In a Better World","Sony Pictures Classics","Drama",9922,-14,12,979494,"129","2011-08-05"
"3463",77,"Life, Above All","Sony Pictures Classics","Drama",8673,88,12,66961,"24","2011-08-05"
"3464",70,"Myth of the American Sleepover","IFC Films","Drama",8587,11,3,32605,"17","2011-08-05"
"3465",NA,"JIG","Screen Media Films","Documentary",8420,NA,4,147959,"52","2011-08-05"
"3466",71,"Troll Hunter","Magnet Pictures","Horror",7409,-2,16,217718,"59","2011-08-05"
"3467",72,"Deep Sea 3-D","Warner Bros.","Documentary",5903,-22,2,44432085,"1,984","2011-08-05"
"3468",83,"The Perfect Host","Magnolia Pictures","Thriller/Suspense",5306,117,5,32497,"38","2011-08-05"
"3469",73,"Queen to Play","Zeitgeist","Romantic Comedy",4858,-30,5,468920,"129","2011-08-05"
"3470",90,"Salvation Boulevard","IFC Films","Comedy",4823,197,3,22395,"24","2011-08-05"
"3471",79,"The Man Who Fell to Earth","Rialto Pictures","Drama",4786,29,4,55879,"12,855","2011-08-05"
"3472",68,"Delhi Belly","UTV Communications","Comedy",4567,-51,6,1531757,"38","2011-08-05"
"3473",69,"Meek's Cutoff","Oscilloscope Pictures","Drama",4224,-53,18,970103,"122","2011-08-05"
"3474",NA,"The Interrrupers","Cinema Guild","Documentary",3557,NA,2,16084,"10","2011-08-05"
"3475",74,"Bill Cunningham New York","Zeitgeist","Documentary",3421,-34,4,1459807,"145","2011-08-05"
"3476",103,"Last Mountain The","Dada Films","Documentary",3296,276,3,115977,"66","2011-08-05"
"3477",81,"Everything Must Go","Roadside Attractions","Drama",3133,-3,8,2699831,"87","2011-08-05"
"3478",80,"T-Rex: Back to the Cretaceous","IMAX Films","Adventure",3084,-9,1,53211198,"4,672","2011-08-05"
"3479",NA,"Protektor","Film Movement","Documentary",2968,NA,2,2968,"3","2011-08-05"
"3480",67,"Submarine","Weinstein Co.","Comedy",2822,-73,10,459235,"66","2011-08-05"
"3481",102,"Rejoice and Shout","Magnolia Pictures","Documentary",2668,198,5,92470,"66","2011-08-05"
"3482",NA,"Poetry","Kino International","Drama",2064,NA,1,353714,"178","2011-08-05"
"3483",114,"Pianomania","First Run Features","Documentary",1923,469,2,17413,"73","2011-08-05"
"3484",NA,"Conan O'Brien Can't Stop","Abramorama Films","Documentary",1832,NA,3,258123,"45","2011-08-05"
"3485",111,"Cameraman: The Life and Work of Jack Cardiff","Strand","Documentary",1822,295,3,20019,"87","2011-08-05"
"3486",91,"The Robber","Kino International","Drama",1706,13,1,77310,"186","2011-08-05"
"3487",95,"Went the Day Well","Rialto Pictures","",1650,34,1,37164,"25,421","2011-08-05"
"3488",93,"If A Tree Falls: The Story of the Earth Liberation Front","Oscilloscope Pictures","Drama",1627,21,4,55731,"47","2011-08-05"
"3489",84,"13 Assassins","Magnolia Pictures","Action",1555,-35,4,794698,"101","2011-08-05"
"3490",106,"Uncle Boonmee","Strand","Drama",1376,130,1,183605,"157","2011-08-05"
"3491",99,"Road to Nowhere","Monterey Media","Thriller/Suspense",1269,26,1,37007,"59","2011-08-05"
"3492",78,"POM Wonderful Presents: The Greatest Movie Ever Sold","Sony Pictures Classics","Documentary",1235,-71,3,636928,"108","2011-08-05"
"3493",NA,"City of Life and Death","Kino International","Drama",1217,NA,2,99070,"89","2011-08-05"
"3494",119,"The Arbor","Strand","Documentary",1214,498,2,18685,"101","2011-08-05"
"3495",NA,"Vincent Wants to Sea","Corinth Films","Drama",1206,NA,2,18061,"45","2011-08-05"
"3496",75,"The Salvation Poem","CanZion Films","",1177,-76,2,914794,"297","2011-08-05"
"3497",NA,"Trigun: Badlands Rumble","Eleven Arts","Action",1058,NA,1,55628,"31","2011-08-05"
"3498",NA,"Battleship Potemkin","Kino International","",896,NA,1,47741,"30,927","2011-08-05"
"3499",NA,"Summer","The Film Desk","",780,NA,1,27830,"60","2011-08-05"
"3500",86,"Hobo with a Shotgun","Magnolia Pictures","Action",717,-67,3,703002,"94","2011-08-05"
"3501",NA,"Monsieur Verdoux","The Film Desk","Black Comedy",658,NA,2,61794,"23,495","2011-08-05"
"3502",92,"Nine Nation Animation","The World According to Shorts","Multiple Genres",619,-58,2,36166,"313","2011-08-05"
"3503",87,"The Tree","Zeitgeist","Drama",498,-76,2,20115,"24","2011-08-05"
"3504",82,"Good Neighbors","Magnolia Pictures","Thriller/Suspense",459,-84,2,5238,"10","2011-08-05"
"3505",96,"Rapt","Lorber Films","Drama",407,-67,1,30688,"33","2011-08-05"
"3506",NA,"Four Adventures of Reinette and Mirabelle","The Film Desk","Comedy",402,NA,1,9671,"8,055","2011-08-05"
"3507",117,"Galapagos","IMAX Films","Documentary",346,28,1,17974733,"4,301","2011-08-05"
"3508",NA,"Into Eternity","International Film Circuit","Documentary",300,NA,1,55037,"187","2011-08-05"
"3509",NA,"Small Town Murder Songs","Monterey Media","Thriller/Suspense",253,NA,1,30197,"73","2011-08-05"
"3510",110,"The Conspirator","Roadside Attractions","Drama",234,-54,2,11531997,"115","2011-08-05"
"3511",89,"The Topp Twins: Untouchable Girls","Argot Pictures","Documentary",215,-88,1,25931,"87","2011-08-05"
"3512",116,"The Four Times","Lorber Films","Drama",124,-57,1,150299,"131","2011-08-05"
"3513",1,"Rise of the Planet of the Apes","20th Century Fox","Adventure",27832307,-49,3691,105208226,"10","2011-08-12"
"3514",NA,"The Help","Walt Disney","Drama",26044590,NA,2534,35918416,"5","2011-08-12"
"3515",NA,"Final Destination 5","Warner Bros.","Horror",18031396,NA,3155,18031396,"3","2011-08-12"
"3516",2,"The Smurfs","Sony Pictures","Adventure",13733081,-34,3427,101778741,"17","2011-08-12"
"3517",NA,"30 Minutes or Less","Sony Pictures","Comedy",13330118,NA,2888,13330118,"3","2011-08-12"
"3518",3,"Cowboys and Aliens","Universal","Action",7811305,-50,3310,81674015,"17","2011-08-12"
"3519",6,"Harry Potter and the Deathly Hallows: Part II","Warner Bros.","Adventure",7251414,-42,2414,357337355,"31","2011-08-12"
"3520",5,"Captain America: The First Avenger","Paramount Pictures","Action",7210902,-45,2835,156971108,"24","2011-08-12"
"3521",7,"Crazy, Stupid, Love","Warner Bros.","Comedy",7054228,-41,2635,55526524,"17","2011-08-12"
"3522",4,"The Change-Up","Universal","Comedy",6306645,-53,2913,25838850,"10","2011-08-12"
"3523",NA,"Glee: The 3D Concert Movie","20th Century Fox","Concert/Performance",5961231,NA,2040,5961231,"3","2011-08-12"
"3524",9,"Horrible Bosses","Warner Bros.","Comedy",2438498,-47,1338,110003144,"38","2011-08-12"
"3525",8,"Friends with Benefits","Sony Pictures","Romantic Comedy",1846455,-61,1294,53079337,"24","2011-08-12"
"3526",10,"Transformers: Dark of the Moon","Paramount Pictures","Action",1384632,-55,886,347268800,"47","2011-08-12"
"3527",11,"Zookeeper","Sony Pictures","Romantic Comedy",1003255,-54,748,75800690,"38","2011-08-12"
"3528",13,"Midnight in Paris","Sony Pictures Classics","Romantic Comedy",703277,-28,328,49664598,"87","2011-08-12"
"3529",12,"Cars 2","Walt Disney","Adventure",659901,-46,494,186196557,"52","2011-08-12"
"3530",16,"Sarah's Key","Weinstein Co.","Drama",486096,-11,101,2024525,"24","2011-08-12"
"3531",39,"Green Lantern","Warner Bros.","Action",405943,268,242,115037144,"59","2011-08-12"
"3532",14,"Winnie the Pooh","Walt Disney","Adventure",387446,-52,409,25295510,"31","2011-08-12"
"3533",19,"Mr. Popper's Penguins","20th Century Fox","Adventure",386856,-5,294,66094291,"59","2011-08-12"
"3534",15,"Bridesmaids","Universal","Comedy",360520,-35,285,167169895,"94","2011-08-12"
"3535",17,"Kung Fu Panda 2","Paramount Pictures","Adventure",351096,-30,252,163433627,"81","2011-08-12"
"3536",NA,"Aarakshan","Reliance Big Pictures","Drama",344661,NA,91,344661,"3","2011-08-12"
"3537",18,"Pirates of the Caribbean: On Stranger Tides","Walt Disney","Adventure",329678,-27,254,239679520,"87","2011-08-12"
"3538",26,"The Guard","Sony Pictures Classics","Comedy",282678,47,47,670082,"17","2011-08-12"
"3539",25,"The Devil's Double","Lionsgate","Drama",260263,31,89,698794,"17","2011-08-12"
"3540",24,"Born to be Wild 3D","Warner Bros.","Documentary",225317,-1,49,11310345,"129","2011-08-12"
"3541",21,"Bad Teacher","Sony Pictures","Comedy",203827,-40,149,97901421,"52","2011-08-12"
"3542",20,"X-Men: First Class","20th Century Fox","Action",187809,-49,183,145688546,"73","2011-08-12"
"3543",22,"The Hangover Part II","Warner Bros.","Comedy",181664,-38,232,253941292,"81","2011-08-12"
"3544",NA,"Sur le rythme","Seville","",180524,NA,73,335033,"5","2011-08-12"
